Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno,Città_nome,Regione
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - fegato,0,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - fegato,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - fegato,2,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - fegato,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - fegato,0,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - fegato,0,2018,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - fegato,0,2018,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - fegato,0,2018,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - fegato,0,2018,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - fegato,1,2018,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - fegato,0,2018,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - fegato,0,2018,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - fegato,0,2018,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene - fegato,1,2018,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - fegato,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - fegato,0,2018,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - pancreas,0,2018,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - pancreas,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - pancreas,4,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - pancreas,0,2018,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - pancreas,0,2018,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - pancreas,2,2018,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - pancreas,6,2018,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - pancreas,0,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - pancreas,0,2018,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - pancreas,0,2018,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - pancreas,11,2018,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - pancreas,0,2018,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - pancreas,0,2018,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - pancreas,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - pancreas,0,2018,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - pancreas,0,2018,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - pancreas,0,2018,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - pancreas,0,2018,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - pancreas,0,2018,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - pancreas,0,2018,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene - pancreas,3,2018,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - pancreas,0,2018,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - pancreas,0,2018,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - pancreas,0,2018,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - pancreas,2,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - pancreas,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - pancreas,0,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - pancreas,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - pancreas,0,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - pancreas,0,2018,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - pancreas,0,2018,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - pancreas,0,2018,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - pancreas,0,2018,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - pancreas,0,2018,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - pancreas,0,2018,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - pancreas,0,2018,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - pancreas,0,2018,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene - pancreas,2,2018,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - pancreas,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - pancreas,2,2018,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - cuore,0,2018,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - cuore,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - cuore,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - cuore,0,2018,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - cuore,0,2018,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - cuore,0,2018,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - cuore,0,2018,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - cuore,0,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - cuore,0,2018,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - cuore,0,2018,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - cuore,0,2018,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - cuore,0,2018,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - cuore,0,2018,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - cuore,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - cuore,1,2018,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - cuore,0,2018,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - cuore,0,2018,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - cuore,0,2018,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - cuore,0,2018,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - cuore,0,2018,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene - cuore,0,2018,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - cuore,0,2018,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - cuore,0,2018,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - cuore,0,2018,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - cuore,0,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - cuore,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - cuore,0,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - cuore,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - cuore,0,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - cuore,0,2018,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - cuore,0,2018,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - cuore,0,2018,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - cuore,0,2018,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - cuore,0,2018,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - cuore,0,2018,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - cuore,0,2018,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - cuore,0,2018,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene - cuore,0,2018,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - cuore,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - cuore,0,2018,Cagliari,Sardegna
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene doppio - fegato,0,2018,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene doppio - fegato,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene doppio - fegato,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene doppio - fegato,0,2018,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene doppio - fegato,0,2018,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene doppio - fegato,0,2018,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene doppio - fegato,0,2018,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene doppio - fegato,0,2018,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene doppio - fegato,0,2018,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene doppio - fegato,0,2018,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene doppio - fegato,0,2018,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene doppio - fegato,0,2018,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene doppio - fegato,0,2018,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene doppio - fegato,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene doppio - fegato,0,2018,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene doppio - fegato,0,2018,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene doppio - fegato,0,2018,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene doppio - fegato,0,2018,Modena,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene doppio - fegato,0,2018,Parma,Emilia-Romagna
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene doppio - fegato,0,2018,Firenze,Toscana
PI - A.O.U. PISANA,PI,Rene,Rene doppio - fegato,0,2018,Pisa,Toscana
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene doppio - fegato,0,2018,Siena,Toscana
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene doppio - fegato,0,2018,Perugia,Umbria
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene doppio - fegato,0,2018,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene doppio - fegato,0,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene doppio - fegato,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene doppio - fegato,0,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene doppio - fegato,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene doppio - fegato,0,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene doppio - fegato,0,2018,Roma,Lazio
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene doppio - fegato,0,2018,L’Aquila,Abruzzo
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene doppio - fegato,0,2018,Napoli,Campania
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene doppio - fegato,0,2018,Salerno,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene doppio - fegato,0,2018,Bari,Puglia
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene doppio - fegato,0,2018,Cosenza,Calabria
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene doppio - fegato,0,2018,Reggio Calabria,Calabria
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene doppio - fegato,0,2018,Catania,Sicilia
PA - Is.Me.T.T.,PA,Rene,Rene doppio - fegato,1,2018,Palermo,Sicilia
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene doppio - fegato,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene doppio - fegato,0,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Fegato,Fegato,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato,142,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato,86,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato,115,2018,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato,36,2018,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato,52,2018,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato,99,2018,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato,47,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato,24,2018,Udine,Friuli Venezia Giulia
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Fegato,1,2018,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato,71,2018,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato,35,2018,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato,161,2018,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato,45,2018,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato,34,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato,29,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato,17,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato,18,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato,7,2018,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato,12,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato,21,2018,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato,37,2018,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato,19,2018,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato,61,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato,23,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Fegato,Fegato - polmone doppio,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - polmone doppio,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - polmone doppio,1,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - polmone doppio,0,2018,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - polmone doppio,0,2018,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - polmone doppio,0,2018,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - polmone doppio,0,2018,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - polmone doppio,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - polmone doppio,0,2018,Udine,Friuli Venezia Giulia
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Fegato - polmone doppio,0,2018,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - polmone doppio,0,2018,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - polmone doppio,0,2018,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - polmone doppio,0,2018,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - polmone doppio,0,2018,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - polmone doppio,0,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - polmone doppio,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - polmone doppio,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - polmone doppio,0,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - polmone doppio,0,2018,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato - polmone doppio,0,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - polmone doppio,0,2018,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - polmone doppio,0,2018,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - polmone doppio,0,2018,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - polmone doppio,0,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - polmone doppio,0,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Fegato,Rene - fegato,2,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato,8,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato,3,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato,0,2018,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato,0,2018,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato,1,2018,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato,2,2018,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Rene - fegato,1,2018,Udine,Friuli Venezia Giulia
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Rene - fegato,0,2018,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato,3,2018,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato,2,2018,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato,0,2018,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato,1,2018,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato,0,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato,2,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato,0,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2018,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato,0,2018,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato,0,2018,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato,1,2018,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato,1,2018,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato,0,2018,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Fegato,Rene doppio - fegato,0,2018,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene doppio - fegato,0,2018,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene doppio - fegato,0,2018,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene doppio - fegato,0,2018,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene doppio - fegato,0,2018,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene doppio - fegato,0,2018,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene doppio - fegato,0,2018,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene doppio - fegato,0,2018,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Rene doppio - fegato,0,2018,Udine,Friuli Venezia Giulia
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Rene doppio - fegato,0,2018,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene doppio - fegato,0,2018,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene doppio - fegato,0,2018,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Rene doppio - fegato,0,2018,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene doppio - fegato,0,2018,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene doppio - fegato,0,2018,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene doppio - fegato,0,2018,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene doppio - fegato,0,2018,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene doppio - fegato,0,2018,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene doppio - fegato,0,2018,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Rene doppio - fegato,0,2018,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene doppio - fegato,0,2018,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene doppio - fegato,0,2018,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene doppio - fegato,0,2018,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Rene doppio - fegato,1,2018,Palermo,Sicilia
